question,label
좋은 명언 좀 해봐,OOD
너 나한테 좋은 명언 들려줘야 해,OOD
저기 좋은 명언 들려주겠나요,OOD
저한테 좋은 명언 들려주세요,OOD
저 혹시 좋은 명언 좀 들려주세요,OOD
좋은 명언 한 번만 부탁합니다,OOD
조언이 되는 명언 해줄래요,OOD
조언이 되는 명언 하나 들려줘요,OOD
프랑스 무슨 뜻이야,OOD
중국 무슨 뜻 설명해줘,OOD
포기 무슨 뜻이니,OOD
크레용 무슨 뜻인지 설명해줘,OOD
코뿔소 중국어 뭔지 알려줄래요,OOD
토마토 프랑스어 번역요,OOD
감 뭔지 이탈리아어 번역해줘요,OOD
창문 번역해줘요,OOD
상어 뭔지 영어 번역해줄래요,OOD
이 문장 중국어 말해줘요,OOD
고치다 라틴어 뭔데,OOD
박사 라틴어 뭔지 알아,OOD
동굴 그리스어 뭐니,OOD
리모컨 그리스어 뭔지 알아,OOD
이 단어 그리스어 말해주라,OOD
칫솔 일본말 뭔지 말해줘,OOD
경찰 일본어 말해줘,OOD
이 단어 일본어 뭔지 알고있니,OOD
학교 언제가나요 일본어 뭐야,OOD
설거지 해야해요 영어 뭐야,OOD
사랑해 일본어 번역해줘요,OOD
일본어 번역해주세요,OOD
가위 일본어 무슨 단어니,OOD
등산 일본어 뭔지 알려줘요,OOD
오징어 일본어 뭔데요,OOD
문어 일본어 뭔지 알아요,OOD
돼지 일본어 뭔지 알려줄래요,OOD
이 문장 일본어 말해줘요,OOD
해파리 영어 무슨 단어니,OOD
이 단어 영어 말해주세요,OOD
사랑 영어 알려줘요,OOD
영어 알려줘요,OOD
자전거 영어 뭔지 알아요,OOD
영어 오징어 먹고싶어요 뭐에요,OOD
학교에 언제가나요 일본어 뭐에요,OOD
일본어 시장에 왔어요 뭐에요,OOD
바지를 입어야해요 일본어 뭐에요,OOD
일본어 초밥이 먹고싶어요 뭐에요,OOD
설거지를 해야해요 중국어 뭐에요,OOD
칠판이 깨끗하군요를 중국어 어떻게 말해요,OOD
침대에 누워요를 중국어 뭐에요,OOD
가방 들어요 중국어 뭐에요,OOD
중국어 이거 얼마에요 뭐에요,OOD
이거 스페인어 뭔지 알려줄래요,OOD
파이프 스페인어 번역요,OOD
탱크 스페인어 번역해주세요,OOD
스페인어 번역해주세요,OOD
이 단어 스페인어 번역해줄래요,OOD
스페인어 여자 뭔지 말해줘요,OOD
수납장 스페인어 말해주세요,OOD
이거 영어 뭔지 알려줄래요,OOD
미안해 영어 번역해줘,OOD
아이오아이 누구인가요,OOD
브루노 마스 누군지 알아요,OOD
박미래 누군지 알고있나요,OOD
김희철 대해서 알려줘,OOD
유재석 누구더라,OOD
박명수 누구죠,OOD
전봉준 누구더라,OOD
김대건 누구,OOD
황진이 대해 설명해줘,OOD
홍경래 누구인지 설명,OOD
미국 대통령 누구라고요,OOD
윤미래 누구인가요,OOD
누구인가요 우원재,OOD
이육사 누구인가요,OOD
신서희 누구인가요,OOD
김태희 누군지 궁금해요,OOD
정준영 누군지 알아요,OOD
한국 대통령 누구,OOD
UN 사무총장 누구,OOD
중국 칭따오 어디죠,OOD
제일 잘 팔리는 맥주 뭔가요,OOD
돼지고기 부위 종류 알려줘,OOD
세상에서 제일 높은 산 뭔가요,OOD
모기 종류 알려줘,OOD
천둥 대해서 알려줘요,OOD
메이웨더 대해서 알려줘요,OOD
늑대 대해서 알려줄래,OOD
라면 종류 알려줘,OOD
도깨비 대해서 알려줘요,OOD
러블리즈 노래 들을래요,OOD
여자친구 걸그룹 노래 들려줘요,OOD
태양의 후예 ost 들려 줄래요,OOD
2ne1 노래 듣고 싶어져요,OOD
모모랜드 노래 들을래요,OOD
aoa 노래 들을래요,OOD
애프터스쿨 노래 알아요,OOD
우주소녀 노래 들려줘요,OOD
아스트로 오빠들 노래 틀어주세요,OOD
스나이퍼 노래 들을래요,OOD
로꼬 노래 좋더세요,OOD
애드시어런 노래 들려줘,OOD
혁오 밴드 노래 듣고 싶어요,OOD
감성 힙합 추천해주라,OOD
가슴 아픈 발라드 들려줘,OOD
잭스키스 아프지 마요 들을래,OOD
요즘 가요 추천해줘,OOD
신나는 EDM 음악 들려줘,OOD
장범준 노래 들을래,OOD
오왼 노래 들을래 노래요,OOD
리쌍 음악 슬프더라 들려줘요,OOD
창모 노래 들려줘요,OOD
라붐 노래 들려주세요,OOD
노엘 영비 한요한 헬리콥터 들려줘요,OOD
릴보이 노래 들려줘요,OOD
기리보이 노래 들려줘요,OOD
홍진영 노래 들을래요,OOD
구수한 트로트 틀어줄래요,OOD
김범수 노래 틀어 줬으면 좋겠네,OOD
이수 노래 들려줬으면 좋겠어,OOD
빅뱅 좋다 들려 주라,OOD
아이돌 그룹 노래 듣고 싶은데,OOD
샤이니 음악 들려줘	음악,OOD
아이돌 그룹 음악 틀어줘,OOD
그루비룸이 프로듀스한 노래 들려줘,OOD
코드 쿤스트 노래 들려줘,OOD
자이언티 노래 듣고싶네,OOD
양화대교 틀어주라,OOD
아이돌 음악 듣고,OOD
알앤비 소울 들려줘요,OOD
스윙스 노래 들을래요,OOD
먼데이 키즈 가울안부 들려줘요,OOD
백예린 신곡 들을래요,OOD
장범준 3집 나왔던데 노래 틀어줘요,OOD
엔플라잉 옥탑방 노래 틀어줘요,OOD
재키와이 노래 들을래요,OOD
백재범 노래 들을래요,OOD
비 노래 깡 듣고 싶다,OOD
영화 ost 추천해줘,OOD
마룬 파이브 노래 들려줘,OOD
트와이스 노래 들려주겠니,OOD
다비치 들려줘,OOD
원더걸스 추억 노래 추천해줘,OOD
미스에이 노래 들려주라,OOD
포미닛 노래 들려줘,OOD
빅뱅 뱅뱅뱅 노래 틀어줘,OOD
그레이 노래 들려줘,OOD
고등래퍼 히트곡 틀어 주라,OOD
하기나 해 노래 들려줘,OOD
크러쉬 노래 추천해줘,OOD
블루스 음악 들을래,OOD
재즈 음악 추천해줘,OOD
드라마 ost 들려주라,OOD
노래 하나만 추천 해줄래,OOD
오늘 날짜 좀 알려줘,OOD
어제 무슨 날인지 알려줄래,OOD
오늘 며칠인지 알려주라,OOD
어제 무슨 날이였니,OOD
오늘 며칠인지 알고 있니,OOD
그제 요일 알려줘,OOD
오늘 날짜 좀 알려줘,OOD
지금 시간 알려주라,OOD
몇 시 몇 분이야,OOD
시간 알려줄 수 있니,OOD
지금 시간 알려줄래,OOD
지금 몇 신지 아니,OOD
시간이 어떻게 되니,OOD
지금 시간 알려주라,OOD
현재 몇시야,OOD
현재 시간 궁금해,OOD
지금 시간 좀 알려달라고,OOD
지금 시간 좀 알려줘,OOD
지금 몇 시 몇 분인지 아니,OOD
현재 시간 알려주겠니,OOD
현재 몇 시냐고 물어봤어,OOD
지금 시간 몇 시인지 알려달라고,OOD
이제 몇 시 몇 분이야,OOD
이제 시간 알려줄 수 있니,OOD
이제 시간 알고싶어,OOD
웃긴 농담 들려줘,OOD
재밌는 농담 따먹기 해줘요,OOD
즐거운 이야기 해주세요,OOD
재미있는 말 들려줄 수 있나요,OOD
재밌는 농담 들려주세요,OOD
재밌는 얘기 해줄래요,OOD
즐거운 얘기 해줄래요,OOD
농담 해줄래요,OOD
즐거운 이야기 해줘요,OOD
웃긴 얘기 해줘요,OOD
웃긴 이야기 해주세요,OOD
나한테 웃긴 이야기 해줘요,OOD
재밌는 농담 좀 해봐,OOD
너 나한테 재밌는 농담 들려줘야 해,OOD
저기 재밌는 농담 들려주겠나요,OOD
저한테 재밌는 농담 들려주세요,OOD
저 혹시 재밌는 농담 좀 들려주세요,OOD
재밌는 농담 한 번만 부탁합니다,OOD
재미있는 농담 들려줘요,OOD
즐거운 농담 해줄래요,OOD
웃긴 농담 하나 들려줘요,OOD
우스운 농담 하나 해줄래요,OOD
재밌는 농담 하나만 들려주세요,OOD
와이파이 불안해,OOD
와이파이 켜주라,OOD
와이파이 끄고싶어,OOD
와이파이 켜고 싶어,OOD
블루투스 켜줘,OOD
블루투스 꺼주라,OOD
블루투스 꺼주겠니,OOD
wifi 불안해 졌어,OOD
wifi 확인해봐,OOD
wifi 켜주라,OOD
wifi 켜고싶어,OOD
볼륨 줄여줘,OOD
볼륨 너무 크네,OOD
볼륨 크다니까,OOD
볼륨 너무 커요,OOD
볼륨 크다고,OOD
볼륨 낮춰줘,OOD
볼륨 낮춰줘,OOD
소리 좀 낮춰줘,OOD
소리 낮춰줘,OOD
소리 키워줘 좀,OOD
소리 줄여줄래,OOD
소리 너무 크구나,OOD
소리 좀 줄여달라고,OOD
소리 크네,OOD
설정 틀어주세요,OOD
설정 켜줄래,OOD
설정 화면 켜줘,OOD
오후 2시 알람 맞출래,OOD
새벽 2시 25분알람 맞출래,OOD
점심 2시 알람 맞출래,OOD
저녁 8시 12분 알람 맞출래요,OOD
밤 12시 알람 맞출래요,OOD
밤 2시 알람 맞출래,OOD
밤 열두시 12분 알람 맞출래요,OOD
오늘 오후 5시 알람 취소해줘,OOD
오늘 점심 12시 알람 맞춰주세요,OOD
10시간 후 알람 맞춰주세요,OOD
아침 7시  알람 맞춰주세요,OOD
1시간 뒤 알람 맞춰주세요,OOD
오늘 오후 알람 취소해줘요,OOD
내일 오후 5시 알람 취소해줘,OOD
밤 아홉시 설정했던 알람 취소해줘,OOD
ㅋㅋㅋ,OOD
ㅋㅋ,OOD
ㅋ,OOD
ㅎㅎㅎ,OOD
ㅎㅎ,OOD
ㅎ,OOD
ㄴㄴㄴ,OOD
ㄴㄴ,OOD
ㅠㅠㅠ,OOD
ㅠㅠ,OOD
ㅂㅂㅂ,OOD
ㅂㅂ,OOD
ㄷㄷㄷ,OOD
ㄷㄷ,OOD
ㅅㄱ,OOD
ㄳ,OOD
ㅎㅎㅎㅎㅎ,OOD
ㅋㅋㅋㅋㅋ,OOD
안녕하세요,OOD
반가워 ㅋㅋ,OOD
안녕 반가워,OOD
반갑습니다,OOD
안녕 ㅋㅋ,OOD
진짜 반갑다 ㅋ,OOD
오랜만이야 잘 지냈어,OOD
너 어떻게 지냈어,OOD
뭐하니 ㅎㅎ,OOD
심심한데 나,OOD
놀아줘,OOD
나 너무 심심해,OOD
나 놀아주라,OOD
심심해 돌아가시겠어,OOD
너 뭐하고 있어 지금,OOD
아니 그런거 아니야,OOD
아니거든 바보,OOD
너 말 못알아 듣네,OOD
하나 못알아 듣는구나,OOD
멍청하다 진짜,OOD
바보구나 말 모르네,OOD
ㅋㅋㅋ 게임 좋아해서 해보려고,OOD
무슨 게임 하는데 너는,OOD
나 음악 너무 좋아 ㅎㅎ,OOD
특히 나 밴드 음악 좋더라,OOD
아하 나 힙합 좋아 신나잖아,OOD
그럼 이제 무슨말 할까,OOD
할말 없구나 이제 ㅂㅂ,OOD
축구 좋아하니 ㅋㅋ,OOD
나 농구 엄청 좋아하거든,OOD
어제 손흥민 골 넣은 거 봤니,OOD
우와 완전 대박이더라 그거,OOD
지금 다시 보고싶다,OOD
인터넷 검색해보면 나오잖아,OOD
시간 많이 없어서 그래,OOD
아 그렇구나 평소 뭐하는데,OOD
요즘 그냥 저냥 지내지,OOD
너 설마 인공지능이냐,OOD
인공지능 아니지 너,OOD
빅스비 알아 너,OOD
시리 누군지 아니,OOD
과제 언제까지더라,OOD
기억 안나네 큰일이다 ㄷㄷㄷ,OOD
저장했었나 그 때,OOD
미안해 정말,OOD
정말 잘못했어,OOD
나 용서해줘 ㅠㅠ,OOD
혹시 에어팟 봤니,OOD
책상 위 없네,OOD
혹시 지갑 어딨는지 아니,OOD
오늘 엄마 김치찌개 해주신데,OOD
이따 외식한다 ㅋㅋ,OOD
완전 기대 중 ㅎ,OOD
겁나 기대돼 진짜,OOD
빨리 취직하고 싶다,OOD
언제 취직할까 ㅠ,OOD
어서 졸업하고 싶다,OOD
학교 너무 지겨워,OOD
회사 그만둘까 ㄷㄷ,OOD
솔직히 부장님 잘못했지,OOD
나 별로 잘못한 것 없는데,OOD
나 욕먹을 이유 없어,OOD
회식 가기 싫다,OOD
오늘 남자친구랑 데이트 해,OOD
그래서 엄청 이쁘게 꾸몄지,OOD
여자친구 사귀고 싶다,OOD
여자친구 어디계시나요,OOD
남자친구 헤어지자고 하네,OOD
너무한거 아니니 나빠,OOD
영어 잘해지고 싶다 하,OOD
영어 어떻게 하면 잘해지지,OOD
오늘 담임 선생님한테 들었어,OOD
내 단짝 친구 전학간데,OOD
할머니랑 같이 갈 거야,OOD
남편 오늘 야근한데서 야식 달리는 중,OOD
와이프 오늘 생일이라서 그래,OOD
친구한테 방금 카톡 왔어,OOD
페이스북 알림 왔네 ㅋㅋ,OOD
뉴스 기사 읽고 있었어,OOD
밖 겁나 시끄럽네 조용히 했으면,OOD
이번 달 가스요금 많이 나왔어,OOD
휴대폰 어떤 걸로 바꿀까,OOD
갤럭시 좋아 아이폰 좋아,OOD
내일 친구랑 같이 술 마셔 ㅎㅎ,OOD
많이 마시면 안되는데 걱정이다,OOD
오랜만 딸이랑 시내 데이트 중,OOD
침대 완전 푹신해 ㅠㅠ,OOD
일어나기 싫다 정말,OOD
계속 자고싶어 행복해,OOD
회사 가야하는데 가기 싫다 ㅠ,OOD
여자친구 생일 선물 뭐 살까,OOD
냉장고 텅텅 비었네 ㄷㄷ,OOD
라면 하나 없구나 지금,OOD
지금 티비 좋아하는 연예인 나와,OOD
싸이버거 진짜 맛있구나,OOD
맥도날드 감자튀김 맛있네,OOD
교촌치킨 허니콤보 진짜 맛있어,OOD
자취방 너무 더러워졌다,OOD
와이프한테 혼나겠다 이거,OOD
오늘 아들 졸업하네 벌써,OOD
오늘 조카 돌잔치 가야해,OOD
친구들 다 예뻐졌어,OOD
친구들 노래방 가고 싶어,OOD
즐거운 시간 될 거 같아,OOD
친구들 맛난거 먹고 싶다,OOD
조금씩 더 행복해 질거 같아,OOD
친구들 맛집 가고 싶어,OOD
네가 죽는다는 꿈을 꾸었어,OOD
괜찮아지겠지 곧,OOD
네번 헤어졌습니다,OOD
헤어짐 항상 힘들어,OOD
노래 가사 참,OOD
노래 듣는데 참 공감이 되네,OOD
노래가 정말 가슴이 찢어지내,OOD
노래를 듣다가 눈물 나,OOD
잘못한 게 돼버렸어,OOD
잘 자,OOD
잘자렴,OOD
잘자 ㅎㅎ,OOD
잘 지내,OOD
내 꿈 꿔,OOD
잘하는 게 뭔지 모르겠어,OOD
잘하는 게 뭘까,OOD
잘하는 게 없는 것 같아,OOD
고백했는데 답장이 없어,OOD
고백했다 차이면 어쩌지,OOD
공시 붙자 마자 결혼하재,OOD
공시 준비하는데 연애하면 안되겠지,OOD
공시생인데 연애 해도 될까,OOD
공휴일에 데이트하자고 해봐야지,OOD
과묵한 타입인건가,OOD
과함 설렘 후에 지금은 안 설레,OOD
관심을 받는다는 거,OOD
나 정말 진심인데 ㅠㅠ,OOD
짝남 외국인인데 어떡해,OOD
처음 연애해봐,OOD
혼자 썸 타는 부분인가,OOD
나 혼자 썸일까,OOD
알바하기 너무 힘들다,OOD
세상에 쉬운 일은 없어,OOD
알바하는데 같이 일하는 사람 좋아,OOD
알아들은 척했는데 모르겠어,OOD
천천히 말해달라고 부탁해봐,OOD
앞머리 길러볼까,OOD
앞머리 내릴까,OOD
앞머리 다시 길러볼까,OOD
숙제 쌓여가,OOD
숙취 장난 아니야,OOD
순간의 화를 못 참겠어,OOD
술 땡긴다 ㅋㅋ,OOD
술 끊을거야,OOD
담배 끊을거야,OOD
담배 끊어야지,OOD
언제쯤 무뎌질까,OOD
언제쯤 벗어날 수 있을까,OOD
언제쯤 예쁘게 화장 잘할까,OOD
카톡 프사 무슨 의미일까,OOD
컴퓨터 맛 갔어 ㄷㄷ,OOD
하소연 좀 해도 되나 ㅠㅠ,OOD
하이고 숨막힌다,OOD
하 진짜 열받아서,OOD
말 안나오네 진짜 화나,OOD
항상 면접 보면 떨어져,OOD
면접 코앞이야 ㄷㄷ,OOD
면허 따야하나,OOD
운전 면허 딸까봐,OOD
ㅠㅠㅠ 명절 다가오니까 스트레스,OOD
명절 스트레스,OOD
뭐하고 놀지 ㅎㅎ,OOD
나랑 놀아주라 좀,OOD
뭐하고 살지,OOD
어떻게든 되겠지 ㅋㅋㅋ,OOD
뭐하냐 ㅠ,OOD
지금 일한다,OOD
뭐하는 분이세요,OOD
뭐하면 시간 잘 갈까,OOD
밤 12시야,OOD
밤 샜어 ㅠㅠ,OOD
잠 안 와,OOD
양 세어 봐,OOD
밥 너무 많이 남음,OOD
밥 많이 먹었다 ㅋㅋㅋ,OOD
옷에 흘렸어,OOD
몸 천근만근이다,OOD
피로를 풀어야 할 것 같아,OOD
못 알아들었어,OOD
천천히 말해 ㅋㅋ,OOD
못하는 게 없어,OOD
나 좀 소개시켜줘,OOD
못하는 거 투성이야,OOD
잘하는 것 많아,OOD
물 끓여,OOD
부지런하네,OOD
물 너무 차가워,OOD
보일러 켜,OOD
물 마셔야지,OOD
좋은 건강습관이지,OOD
뭘 해도 재미없다 ㅠ,OOD
생각 바뀔 수도 있어,OOD
뭘하면 행복할까,OOD
인생 즐기는 거지,OOD
뭘해도 귀여워 ㅎㅎㅎ,OOD
진짜 사랑하나봐,OOD
뭐 중요한지 모르겠어,OOD
우선순위 정해봐,OOD
미끄러질 뻔했어,OOD
다치지 않았나 걱정이네,OOD
미드 보고싶다,OOD
영화 보고 싶어,OOD
반 배정 잘 될까,OOD
잘 되길 바란다,OOD
반가워,OOD
나도 반가워요,OOD
반가워요 반갑구만,OOD
안녕 반갑습니다,OOD
반갑습니다,OOD
배고픈 거 같아,OOD
뭐라도 좀 먹어,OOD
배달 중이래 ㅋㅋ,OOD
곧 오겠네 ㅎㅎㅎ,OOD
배부르고 졸려,OOD
한 숨 자려고,OOD
지금 너무 졸리다,OOD
낮잠 자는 것도 좋아,OOD
배불러 ㅠ,OOD
산책 해야겠네,OOD
추억 있나봐,OOD
버스 안와,OOD
고장 났나봐,OOD
버스 왜 이렇게 안오지,OOD
변화 없어,OOD
마음 따라 얼마든지 바뀔 수 있지,OOD
변화 좀 주고 싶다,OOD
별 보러 가고 싶다,OOD
로맨틱하다,OOD
복근 만들어야지,OOD
운동 시작해보려고,OOD
복붙 끝내주더라,OOD
그 것 능력이지,OOD
복수 전공하고 싶어,OOD
복전 신청했어,OOD
많이 배우면 좋지,OOD
블루투스 이어폰 살까,OOD
아마 사면 편하겠죠,OOD
비 맞아서 옷 젖었어,OOD
감기 조심 해야지,OOD
바람 좀 쐬고 오면 좋은텐데,OOD
뿌리 염색 다시 해야 되겠다,OOD
뿌염해야지,OOD
참 귀찮은 일이야,OOD
사과 안해,OOD
사귀고 싶어 ㅠㅠ,OOD
비밀 연애 하고 있어,OOD
스릴 있겠네 ㅋ,OOD
상처받았어,OOD
신경쓰지 마 그런 거,OOD
상황 안 좋아,OOD
새 신발 선물 받았다,OOD
새 옷 샀다 ㅎㅎ,OOD
오늘 개시해봐,OOD
서류에서 떨어졌어,OOD
붙는 곳 있겠지,OOD
서비스센터 가야겠네,OOD
미루지말고 바로 가봐 ㅋㅋ,OOD
오늘은 또 어떻게 버티지,OOD
내일은 나을 거야,OOD
오늘은 별 안 보이네,OOD
오늘은 쉬고 싶다,OOD
아무 생각 하지 말고 쉬어,OOD
감기 오려나,OOD
목소리 좋아,OOD
듣고 싶네,OOD
방 엉망이야 진짜,OOD
설거지 언제하지 귀찮아 ㅠ,OOD
청소 해야하는데 귀찮네,OOD
공무원 되면 좋겠다,OOD
딥러닝 물어보는 사람 있겠지 ㅎ,OOD
그치만 대답해줄 수 없지 ㅋ,OOD
데이터 만드는 거 참 힘들다,OOD
개발자 참 힘든 직업이야,OOD
와 드디어 끝났다,OOD
전 이제 갑니다 안녕,OOD
