question,intent
하늘 비 내리니,날씨
지금 온도 많이 덥니,날씨
많이 덥니,날씨
날씨 많이 더울까,날씨
알려줘 날씨,날씨
내일 우산 챙길까,날씨
우산 써야하나,날씨
이번 주 날씨 많이 덥니,날씨
내일 비오겠지,날씨
헉 혹시 더울까,날씨
내일 혹시 시원할까,날씨
바람 살랑살랑 부니,날씨
날씨 춥니,날씨
내일 추울까,날씨
춥겠지 아마,날씨
비 떨어지려나,날씨
오늘 비 오나,날씨
온도 알려줘,날씨
내일 추울까,날씨
추울까,날씨
혹시 내일 비오나 우산 챙길까,날씨
우산 필요하니,날씨
내일 우산 필요할까,날씨
부천 날씨 시원하려나,날씨
우산 챙겨야하나 모르겠네,날씨
밀양 추우면 안되는데,날씨
맑을까 그 때,날씨
혹시 비 오니,날씨
그 때 혹시 추울까,날씨
나 내일 여행가는데 날씨 알려줘,날씨
그 때 혹시 흐리니,날씨
하늘 흐리니,날씨
눈 오려나,날씨
구름 꼈니,날씨
강남 하늘 흐릴까,날씨
우박 떨어질까,날씨
그 때 하늘 어떠려나,날씨
하늘 많이 흐리니 그 날,날씨
날씨 어떨 것 같아,날씨
이번 주 맑겠지,날씨
많이 더우면 안될텐데,날씨
다음 주 기온 알려줘,날씨
내일 날씨 흐릴까,날씨
내일 혹시 서대문구 비 오려나,날씨
오늘 비오니,날씨
군산 우박 오려나,날씨
추울까 정말,날씨
비올까,날씨
내일 눈오겠지 아마,날씨
내일 눈 오면 안되는데,날씨
혹시 눈 안오겠지,날씨
의정부 눈올까,날씨
내일 우산 필요해,날씨
우산 쓸까,날씨
내일 우산 챙길까 말까,날씨
날씨 궁금한데 알려주겠니,날씨
혹시 날씨 알려줘,날씨
내일 모레 동두천 날씨 궁금해요,날씨
내일모레 날씨 궁금해,날씨
구름 많이 끼고 추우려나,날씨
서울 날씨 알려주겠니,날씨
부산 날씨 정보 알려주세요,날씨
혹시 그 때 대구 날씨 어떨까,날씨
그 때 대전 날씨 좋겠지,날씨
날씨 어떨 것 같은데,날씨
울산 날씨 어떨까요,날씨
송파구 날씨 어때요,날씨
덕진구 체감 기온 말해주겠니,날씨
청주 날씨 어떠니,날씨
오늘 전주 날씨 알려줘,날씨
날씨 어떠려나,날씨
그럼 구리 날씨 어떨까,날씨
전주 날씨 어떤지 좀 말해줘,날씨
창원 날씨 궁금해서 물어봤어요,날씨
경기도 날씨 알려주세요,날씨
기온 어떠려나,날씨
체감 기온 어떠려나,날씨
체감기온 어떠려나,날씨
오늘 날씨 알려주겠니,날씨
날씨 궁금해,날씨
지금 날씨 어떤데,날씨
저기 북구 날씨 어때,날씨
지금 인천 날씨 완전 문젠데,날씨
완주 모레 동대구 날씨 궁금해,날씨
날씨 궁금해요,날씨
완산구 지금 우박 떨어진다네,날씨
지금 날씨 어때,날씨
송파구 날씨 좀 알려줄래,날씨
궁금해 부천 날씨,날씨
어때 좀 안산 날씨,날씨
내일 근데 원주 날씨 어떠려나,날씨
울산 지금 해 떴니,날씨
하늘 해 떴니 지금,날씨
광주 기온 알려주세요,날씨
어떤데 날씨,날씨
날씨 알려줬으면 졸겠어,날씨
평창 날씨 알려줘,날씨
오늘 천둥 치나,날씨
내일 여행갈건데 날씨 알려줘,날씨
날씨 궁금하네,날씨
오늘 맑니,날씨
내일 해 뜰까,날씨
알려주세요 춘천 날씨,날씨
광주 북구 날씨 어떠려나,날씨
날씨 알려주세요 궁금해요,날씨
그 날 바람 많이 불겠지,날씨
맑으려나 내일,날씨
날씨 궁금해서,날씨
비 안 내려야 하는데,날씨
무주 기온 알려주세요,날씨
내일 맑겠지,날씨
완전 덥겠다,날씨
하늘 맑을까,날씨
하늘 비 내리니,날씨
지금 남원 온도 많이 덥니,날씨
지금 남부 지방 많이 쌀쌀할까,날씨
날씨 많이 더울까,날씨
알려줘 은평구 날씨,날씨
노원구 날씨 궁금하네,날씨
내일 우산 챙길까,날씨
진짜 영덕 그 때 더울까,날씨
임실 내일 혹시 우산 써야하나,날씨
이번 주 날씨 많이 덥니,날씨
내일 비오겠지,날씨
홍대 혹시 더울까,날씨
서울 춥니,날씨
구름 껴서 흐린가,날씨
춥진 않겠지,날씨
너무 춥지 않으려나,날씨
우산 아마 챙겨야겠지,날씨
해운대 내일 비올까,날씨
오수 춥겠지 아마,날씨
그 떄 하늘 흐릴까,날씨
비 떨어지려나,날씨
온도 알려줘,날씨
서귀포 내일 추울까,날씨
바람 불면 안되는데,날씨
제주 많이 추울까,날씨
바람 너무 세게 부나,날씨
혹시 내일 비오나 우산 챙길까,날씨
여수 지금 우산 필요하니,날씨
순천 내일 우산 필요할까,날씨
우산 챙겨야하나 모르겠네,날씨
추우면 안되는데,날씨
건대 입구 맑을까 그 때,날씨
혹시 비 오니,날씨
그 때 혹시 추울까,날씨
나 내일 여행가는데 날씨 알려줘,날씨
그 때 혹시 흐리니,날씨
하늘 흐리니,날씨
지금 바람 부나,날씨
눈 오려나,날씨
이번 주 흐릴까,날씨
우박 떨어질까,날씨
그 때 하늘 어떠려나,날씨
하늘 많이 흐리니 그 날,날씨
날씨 어떨 것 같아,날씨
이번 주 맑겠지,날씨
많이 더우면 안될텐데,날씨
다음 주 기온 알려줘,날씨
내일 날씨 흐릴까,날씨
바람 많이 부니,날씨
영월 바람 많이 부려나,날씨
내일 혹시 비 오려나,날씨
오늘 비오니,날씨
우박 오려나,날씨
1월 1일 비 오나요,날씨
2월 12일 쌀쌀하려나,날씨
3월 3일 쌀쌀한가,날씨
4월 14일 비 오나요,날씨
5월 5일 추워서 쌀쌀한가,날씨
8일 호성동 날씨 알려줘,날씨
6월 22일 비 오나요,날씨
12월 11일 더워서 어떠려나,날씨
3월 20일 날씨 비 와,날씨
7월 4일 눈 와,날씨
3월 17일 전주 하늘 맑니,날씨
4월 12일 날씨 흐려서 안 되겠다,날씨
이번주 토요일 맑니,날씨
2월 10일 날씨 맑니,날씨
경주 이번 주 드디어 맑아,날씨
4월 11일 눈 오나요,날씨
2월 20일 날씨 비 와,날씨
8월 4일 눈 와,날씨
10월 16일 날씨 맑니,날씨
이번주 토요일 맑니,날씨
11월 6일 청원 날씨 맑니,날씨
이천 이번 주 흐리려나 하늘,날씨
비올까,날씨
내일 오산 눈오겠지 아마,날씨
내일 눈오니,날씨
혹시 눈 안오겠지,날씨
그 날 비와서 힘들겠지,날씨
눈올까,날씨
약속 잡았는데 비 오네,날씨
내일 진주 우산 필요해,날씨
우산 쓸까 말해줘,날씨
울릉도 내일 우산 챙길까 말까,날씨
날씨 궁금한데 알려주겠니,날씨
혹시 날씨 알려줘,날씨
인천 내일 모레 날씨 궁금해요,날씨
내일모레 날씨 궁금해,날씨
내일 맑겠지,날씨
이천 하늘 맑을까,날씨
화순 하늘 비 내리니,날씨
지금 남원 온도 많이 덥니,날씨
지금 남부 지방 많이 덥니,날씨
날씨 많이 더울까,날씨
노원구 날씨 궁금하네,날씨
이따가 우산 챙길까,날씨
이태원 우산 써야하나,날씨
이번 주 날씨 많이 덥니,날씨
내일 비오겠지,날씨
오늘 날씨 알려주세요,날씨
혹시 이따 날씨 좀 알려줄래요,날씨
내일 날씨 알려주세요,날씨
저번 주 날씨 말해주세요,날씨
이번 주 날씨 바람 부니,날씨
날씨 어떠냐,날씨
지금 어떤데 날씨,날씨
다음 주 광명 날씨 알려주세요,날씨
지금 평택 날씨 알려주세요,날씨
이번 주 광주 날씨 말해주라,날씨
내일 부산 날씨,날씨
내일 대구 날씨 말해,날씨
이따 대전 날씨 말해줘,날씨
오늘 날씨 뭐야,날씨
내일 부산 날씨 말해주라,날씨
부산 날씨,날씨
경북 내일 날씨 어때,날씨
익산 날씨 어떨 것 같은지 말해줘,날씨
2월 20일 날씨 알려주겠니,날씨
1월 30일 날씨 정보 알려주세요,날씨
6월 그 때 날씨 어떨까,날씨
8월 그 때 날씨 좋으려나,날씨
호성동 날씨 어떨 것 같은데,날씨
덕진동 날씨 어때,날씨
송천동 날씨 말해줄래,날씨
나운동 날씨 어떠니,날씨
미룡동 구름 많이 꼈나,날씨
조촌동 날씨 어떠냐,날씨
금천구 야 날씨 어때,날씨
노원구 오늘 날씨 알려줬으면,날씨
5월 5일 날씨 어떠려나,날씨
4월 8일 음성 날씨 어떤지 말해달라고,날씨
1월 11일 날씨 궁금해서 물어봤는데,날씨
2월 28일 날씨 좀 알려주세요,날씨
오늘 수원 기온 어떠려나,날씨
고양시 체감 기온 어떠려나,날씨
용인 오늘 날씨 알려주겠니,날씨
성남 날씨 궁금해,날씨
부천 현재 날씨 어떤데,날씨
화성 날씨 어때,날씨
남양주 날씨 완전 문젠데,날씨
세종 날씨 한 번 알려줘,날씨
천안 모레 날씨 궁금해,날씨
안산 날씨 궁금해요,날씨
안양 날씨 어떨까,날씨
김해 날씨 어때,날씨
평택 현재 날씨 어때,날씨
파주 날씨 좀 알려줄래,날씨
궁금해 의정부 날씨,날씨
어때 김포 날씨,날씨
내일 근데 구미 날씨 어떠려나,날씨
양산 해 떴니 현재,날씨
원주 하늘 해 떴니 현재,날씨
진주 기온 어때 현재,날씨
세종 기온 알려주세요,날씨
아 광명 날씨 흐리네,날씨
어떤데 아산 날씨,날씨
익산 날씨 알려줬으면 졸겠어,날씨
춘천 현재 천둥 치나,날씨
경산 하늘 구름 많네,날씨
내일 군포 여행갈건데 날씨 알려줘,날씨
하남 날씨 궁금하네,날씨
오늘 여수 맑니,날씨
내일 경주 해 뜰까,날씨
거제도 날씨 많이 흐리려나,날씨
목포 알려주세요 날씨,날씨
이천 구름 꼈나,날씨
강릉 구름 끼었나,날씨
양주 현재 하늘 구름 많니,날씨
충주 날씨 알려주세요 궁금해요,날씨
안성 맑으려나 내일,날씨
서산 날씨 궁금해서,날씨
구리 내일 비 안 내려야 하는데,날씨
서귀포 기온 알려주세요,날씨
당진 내일 맑겠지,날씨
안동 다음주 날씨 알려줄래요,날씨
포천 날씨 어떻게 돼,날씨
오늘 의왕 날씨 좀 알려줄수 있니,날씨
내일 날씨 광양 알려줄수 있어,날씨
이번 주 제천 날씨 알려줄래,날씨
논산 다음 주 날씨 알려줘,날씨
이번주 칠곡 날씨 줘,날씨
여주 다음주 날씨 알려줄래,날씨
정읍 날씨 어떻게 돼요,날씨
오늘 음성군 날씨 좀 알려줄수 있니,날씨
내일 양평 날씨 알려줄수 있어,날씨
이번 주 공주 날씨 알려줄래,날씨
완주 다음 주 날씨 알려줘,날씨
이번주 상주 날씨 줘,날씨
영천 내일 하늘 맑을까,날씨
동해 오늘 비 내리니,날씨
김제 현재 온도 많이 덥니,날씨
무안 많이 덥니,날씨
진천 날씨 많이 더울까,날씨
예산군 날씨 알려줘,날씨
문경 내일 우산 챙길까,날씨
속초 모레 우산 써야하나,날씨
이번 주 삼척 날씨 많이 덥니,날씨
홍천 내일 비오겠지,날씨
해남 혹시 더울까,날씨
창녕 날씨 춥니,날씨
내일 태안 추울까,날씨
고흥 춥겠지 아마,날씨
화순 비 떨어지려나,날씨
거창 오늘 비 오나,날씨
가평 온도 알려줘,날씨
내일 고창 추울까,날씨
서천 추울까,날씨
혹시 내일 금산 비오나 우산 챙길까,날씨
부안 오늘 우산 필요하니,날씨
내일 옥천 우산 필요할까,날씨
영광 우산 챙겨야하나 모르겠네,날씨
울진 추우면 안되는데,날씨
완도 맑을까 그 때,날씨
혹시 담양 이번 주 비 오니,날씨
그 때 횡성 혹시 추울까,날씨
나 내일 계룡 여행가는데 날씨 알려줘,날씨
그 때 혹시 흐리니,날씨
장성 하늘 흐리니,날씨
청도 이따가 눈 오려나,날씨
괴산 구름 꼈니,날씨
강남 하늘 흐릴까,날씨
함양 오늘 비 내리나,날씨
그 때 하늘 어떠려나,날씨
증평 하늘 많이 흐리니 그 날,날씨
영월 날씨 어떨 것 같아,날씨
이번 주 장흥 맑겠지,날씨
영덕 많이 더우면 안될텐데,날씨
다음 주 정선 기온 알려줘,날씨
내일 강진 날씨 흐릴까,날씨
내일 혹시 보은 비 오려나,날씨
오늘 인제 비오니,날씨
진도 우박 오려나,날씨
군산 날씨 추울까 정말,날씨
곡성 비올까,날씨
내일 단양 눈 오겠지 아마,날씨
내일 순창 눈 오면 안되는데,날씨
혹시 의령 눈 안오겠지,날씨
양양 의정부 눈올까,날씨
내일 화천 우산 필요해,날씨
청송 우산 쓸까,날씨
내일 구례 우산 챙길까 말까,날씨
무주 날씨 궁금한데 알려주겠니,날씨
진안 혹시 날씨 알려줘,날씨
내일 모레 양구 날씨 궁금해요,날씨
내일모레 군위 날씨 궁금해,날씨
장수 구름 많이 끼고 추우려나,날씨
영양 날씨 알려주겠니,날씨
울릉 날씨 정보 알려주세요,날씨
혹시 그 때 종로구 날씨 어떨까,날씨
혹시 날씨 시원할까,날씨
그 때 관악구 날씨 좋겠지,날씨
서초구 날씨 어떨 것 같은데,날씨
강동구 날씨 어떨까요,날씨
도봉구 날씨 어때요,날씨
중랑구 체감 기온 말해주겠니,날씨
광진구 청주 날씨 어떠니,날씨
오늘 용산구 날씨 알려줘,날씨
마포구 날씨 어떨까,날씨
그럼 강남 날씨 어떨까,날씨
강동 날씨 어떤지 좀 말해줘,날씨
동작구 날씨 궁금해서 물어봤어요,날씨
경상도 날씨 알려주세요,날씨
경남 기온 어떠려나,날씨
전북 체감 기온 어떠려나,날씨
전남 날씨 어떠려나,날씨
오늘 전북 날씨 알려주겠니,날씨
영등포 날씨 궁금해,날씨
현재 양천구 날씨 어떤데,날씨
저기 마포구 날씨 어때,날씨
현재 성북구 날씨 완전 문젠데,날씨
중랑구 날씨 궁금해,날씨
용산구 날씨 궁금해요,날씨
종로구 현재 우박 떨어진다네,날씨
현재 날씨 어때,날씨
송파구 날씨 좀 알려줄래,날씨
궁금해 마포구 날씨,날씨
